"code","id","account_type","chart_template_id/id","name","note","reconcile"
"474","ba_fbih_474","liability_current","l10n_ba.l10n_ba_fbih_chart_template","PDV obračunat na usluge stranih lica",,
"475","ba_fbih_475","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za uplatu PDV-a po posebnoj šemi",,
"478","ba_fbih_478","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Druge obaveze iz osnova PDV-a",,
"479","ba_fbih_479","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za razliku između obaveza za PDV i ulaznog poreza",,
"480","ba_fbih_480","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za akcize",,
"481","ba_fbih_481","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za porez na dobit",,
"482","ba_fbih_482","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za poreze, carine i druge dažbine iz nabavke ili na teret troškova",,
"483","ba_fbih_483","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za ostale doprinose, članarine i sl. koje terete troškove",,
"484","ba_fbih_484","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za PDV koji se plaća pri uvozu",,
"489","ba_fbih_489","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Ostale obaveze za poreze, doprinose i druge dažbine",,
"490","ba_fbih_490","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Unaprijed obračunati rashodi perioda",,
"491","ba_fbih_491","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Obračunati prihodi narednog perioda",,
"492","ba_fbih_492","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Razgraničeni zavisni troškovi nabavke",,
"493","ba_fbih_493","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Odloženi prihodi za primljene donacije i sl.",,
"494","ba_fbih_494","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Razgraničeni prihodi po osnovu plasmana",,
"495","ba_fbih_495","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Odložene porezne obaveze",,
"499","ba_fbih_499","liability_current","l10n_ba.l10n_ba_fbih_chart_template","Ostala pasivna vremenska razgraničenja",,
"500","ba_fbih_500","expense","l10n_ba.l10n_ba_fbih_chart_template","Nabavka robe",,
"501","ba_fbih_501","expense","l10n_ba.l10n_ba_fbih_chart_template","Nabavna vrijednost prodate robe",,
"502","ba_fbih_502","expense","l10n_ba.l10n_ba_fbih_chart_template","Nabavna vrijednost prodatih nekretnina pribavljenih radi prodaje",,
"510","ba_fbih_510","expense","l10n_ba.l10n_ba_fbih_chart_template","Nabavka sirovina, materijala, rezervnih dijelova i inventara",,
"511","ba_fbih_511","expense","l10n_ba.l10n_ba_fbih_chart_template","Utrošene sirovine i materijal",,
"512","ba_fbih_512","expense","l10n_ba.l10n_ba_fbih_chart_template","Utrošena energija i gorivo",,
"513","ba_fbih_513","expense","l10n_ba.l10n_ba_fbih_chart_template","Utrošeni rezervni dijelovi",,
"514","ba_fbih_514","expense","l10n_ba.l10n_ba_fbih_chart_template","Otpis sitnog inventara, ambalaže i autoguma",,
"519","ba_fbih_519","expense","l10n_ba.l10n_ba_fbih_chart_template","Odstupanje od cijena",,
"520","ba_fbih_520","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi plaća",,
"521","ba_fbih_521","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi naknada plaća",,
"523","ba_fbih_523","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi službenih putovanja zaposlenih",,
"524","ba_fbih_524","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalih primanja, naknada i materijalnih prava zaposlenih",,
"527","ba_fbih_527","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi naknada članovima odbora, komisija i sl.",,
"529","ba_fbih_529","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi naknada ostalim fizičkim licima",,
"530","ba_fbih_530","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi usluga izrade i dorade učinaka",,
"531","ba_fbih_531","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi transportnih usluga",,
"532","ba_fbih_532","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi usluga održavanja",,
"533","ba_fbih_533","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi zakupa",,
"534","ba_fbih_534","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi sajmova",,
"535","ba_fbih_535","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi reklame i sponzorstava",,
"536","ba_fbih_536","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi istraživanja",,
"537","ba_fbih_537","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi razvoja koji se ne kapitalizuju",,
"539","ba_fbih_539","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalih usluga",,
"540","ba_fbih_540","expense_depreciation","l10n_ba.l10n_ba_fbih_chart_template","Amortizacija do visine porezno priznatih rashoda",,
"541","ba_fbih_541","expense_depreciation","l10n_ba.l10n_ba_fbih_chart_template","Amortizacija - privremeno porezno nepriznati rashod",,
"542","ba_fbih_542","expense_depreciation","l10n_ba.l10n_ba_fbih_chart_template","Amortizacija - trajno porezno nepriznati rashod",,
"543","ba_fbih_543","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi rezervisanja iz osnova datih garantnih rokova",,
"544","ba_fbih_544","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi rezervisanja za obnavljanje prirodnih bogatstava",,
"545","ba_fbih_545","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi rezervisanja za zadržane kaucije i depozite",,
"546","ba_fbih_546","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi rezervisanja za restrukturiranje",,
"547","ba_fbih_547","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi rezervisanja za naknade i druge beneficije zaposlenika",,
"548","ba_fbih_548","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi rezervisanja za sudske sporove i štetne ugovore",,
"549","ba_fbih_549","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalih dugoročnih rezervisanja",,
"550","ba_fbih_550","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi neproizvodnih usluga",,
"551","ba_fbih_551","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi reprezentacije",,
"552","ba_fbih_552","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi premija osiguranja",,
"553","ba_fbih_553","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi platnog prometa",,
"554","ba_fbih_554","expense","l10n_ba.l10n_ba_fbih_chart_template","Trošovi poštanskih i telekomunikacionih usluga",,
"555","ba_fbih_555","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi poreza, naknada, taksi i dr. dažbina na teret pravnog lica",,
"556","ba_fbih_556","expense","l10n_ba.l10n_ba_fbih_chart_template","Troškovi članskih doprinosa i sl. obaveza",,
"559","ba_fbih_559","expense","l10n_ba.l10n_ba_fbih_chart_template","Ostali nematerijalni troškovi",,
"560","ba_fbih_560","expense","l10n_ba.l10n_ba_fbih_chart_template","Finansijski rashodi iz odnosa s povezanim pravnim licima",,
"561","ba_fbih_561","expense","l10n_ba.l10n_ba_fbih_chart_template","Rashodi kamata",,
"562","ba_fbih_562","expense","l10n_ba.l10n_ba_fbih_chart_template","Negativne kursne razlike",,
"563","ba_fbih_563","expense","l10n_ba.l10n_ba_fbih_chart_template","Rashodi iz osnova valutne klauzule",,
"569","ba_fbih_569","expense","l10n_ba.l10n_ba_fbih_chart_template","Ostali finansijski rashodi",,
"570","ba_fbih_570","expense","l10n_ba.l10n_ba_fbih_chart_template","Gubici od prodaje i rashodovanja stalnih sredstava",,
"571","ba_fbih_571","expense","l10n_ba.l10n_ba_fbih_chart_template","Gubici od prodaje i rashodovanja investicijskih nekretnina",,
"572","ba_fbih_572","expense","l10n_ba.l10n_ba_fbih_chart_template","Gubici od prodaje i rashodovanja bioloških sredstava",,
"573","ba_fbih_573","expense","l10n_ba.l10n_ba_fbih_chart_template","Gubici od prodaje sredstava namijenjenih prodaji i obustavljenog poslovanja",,
"574","ba_fbih_574","expense","l10n_ba.l10n_ba_fbih_chart_template","Gubici od prodaje učešća u kapitalu i vrijednosnih papira",,
"575","ba_fbih_575","expense","l10n_ba.l10n_ba_fbih_chart_template","Gubici od prodaje materijala",,
"576","ba_fbih_576","expense","l10n_ba.l10n_ba_fbih_chart_template","Manjkovi",,
"577","ba_fbih_577","expense","l10n_ba.l10n_ba_fbih_chart_template","Rashodi iz osnova zaštite od rizika koji ne ispunjavaju uslove da budu iskazani u okviru revalorizacionih rezervi",,
"578","ba_fbih_578","expense","l10n_ba.l10n_ba_fbih_chart_template","Rashodi po osnovu ispravke vrijednosti i otpisa potraživanja",,
"579","ba_fbih_579","expense","l10n_ba.l10n_ba_fbih_chart_template","Rashodovanja i gubici na zalihama materijala i robe i ostali rashodi",,
"580","ba_fbih_580","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti nematerijalnih sredstava",,
"581","ba_fbih_581","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti materijalnih stalnih sredstava",,
"582","ba_fbih_582","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti investicijskih nekretnina za koje se obračunava amortizacija",,
"583","ba_fbih_583","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti bioloških sredstava za koja se obračunava amortizacija",,
"584","ba_fbih_584","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti dugoročnih finansijskih plasmana i finansijskih sredstava raspoloživih za prodaju",,
"585","ba_fbih_585","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti zaliha",,
"586","ba_fbih_586","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti kratkoročnih finansijskih plasmana",,
"588","ba_fbih_588","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti sredstava namijenjenih prodaji i obustavljenog poslovanja",,
"589","ba_fbih_589","expense","l10n_ba.l10n_ba_fbih_chart_template","Umanjenje vrijednosti ostalih sredstava",,
"590","ba_fbih_590","expense","l10n_ba.l10n_ba_fbih_chart_template","Rashodi iz osnova promjene računovodstvenih politika",,
"591","ba_fbih_591","expense","l10n_ba.l10n_ba_fbih_chart_template","Rashodi iz osnova ispravki grešaka iz ranijih godina",,
"595","ba_fbih_595","expense","l10n_ba.l10n_ba_fbih_chart_template","Povećanje vrijednosti zaliha učinaka",,
"596","ba_fbih_596","expense","l10n_ba.l10n_ba_fbih_chart_template","Smanjenje vrijednosti zaliha učinaka",,
"599","ba_fbih_599","expense","l10n_ba.l10n_ba_fbih_chart_template","Prenos rashoda",,
"600","ba_fbih_600","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od prodaje robe povezanim pravnim licima",,
"601","ba_fbih_601","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od prodaje robe na domaćem tržištu",,
"602","ba_fbih_602","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od prodaje robe na stranom tržištu",,
"610","ba_fbih_610","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od prodaje učinaka povezanim pravnim licima",,
"611","ba_fbih_611","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od prodaje učinaka na domaćem tržištu",,
"612","ba_fbih_612","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od prodaje učinaka na stranom tržištu",,
"620","ba_fbih_620","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od aktiviranja ili potrošnje robe",,
"621","ba_fbih_621","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od aktiviranja ili potrošnje učinaka",,
"640","ba_fbih_640","income","l10n_ba.l10n_ba_fbih_chart_template","Povećanje vrijednosti investicijskih nekretnina koja se ne amortizujuju",,
"641","ba_fbih_641","income","l10n_ba.l10n_ba_fbih_chart_template","Povećanje vrijednosti bioloških sredstava koja se ne amortizuju",,
"642","ba_fbih_642","income","l10n_ba.l10n_ba_fbih_chart_template","Povećanje vrijednosti ostalih specifičnih sredstava koja se ne amortizuju",,
"643","ba_fbih_643","income","l10n_ba.l10n_ba_fbih_chart_template","Smanjenje vrijednosti investicijskih nekretnina koje se ne amortizuju",,
"644","ba_fbih_644","income","l10n_ba.l10n_ba_fbih_chart_template","Smanjenje vrijednosti bioloških sredstava koja se ne amortizuju",,
"645","ba_fbih_645","income","l10n_ba.l10n_ba_fbih_chart_template","Smanjenje vrijednosti ostalih specifičnih sredstava koja se ne amortizuju",,
"650","ba_fbih_650","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od premija, subvencija, poticaja i sl.",,
"651","ba_fbih_651","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od zakupa",,
"652","ba_fbih_652","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od donacija",,
"653","ba_fbih_653","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od članarina",,
"654","ba_fbih_654","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od tantijema i licencnih prava",,
"655","ba_fbih_655","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi iz namjenskih izvora finansiranja",,
"659","ba_fbih_659","income","l10n_ba.l10n_ba_fbih_chart_template","Ostali prihodi po drugim osnovama",,
"660","ba_fbih_660","income","l10n_ba.l10n_ba_fbih_chart_template","Finansijski prihodi od povezanih pravnih lica",,
"661","ba_fbih_661","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od kamata",,
"662","ba_fbih_662","income","l10n_ba.l10n_ba_fbih_chart_template","Pozitivne kursne razlike",,
"663","ba_fbih_663","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od efekata valutne klauzule",,
"664","ba_fbih_664","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od učešća u dobiti zajedničkih ulaganja",,
"669","ba_fbih_669","income","l10n_ba.l10n_ba_fbih_chart_template","Ostali finansijski prihodi",,
"670","ba_fbih_670","income","l10n_ba.l10n_ba_fbih_chart_template","Dobici od prodaje nematerijalnih i materijalnih stalnih sredstava",,
"671","ba_fbih_671","income","l10n_ba.l10n_ba_fbih_chart_template","Dobici od prodaje investicijskih nekretnina",,
"672","ba_fbih_672","income","l10n_ba.l10n_ba_fbih_chart_template","Dobici od prodaje bioloških sredstava",,
"673","ba_fbih_673","income","l10n_ba.l10n_ba_fbih_chart_template","Dobici od prodaje sredstava namijenjenih prodaji i obustavljenog poslovanja",,
"674","ba_fbih_674","income","l10n_ba.l10n_ba_fbih_chart_template","Dobici od prodaje učešća u kapitalu i vrijednosnih papira",,
"675","ba_fbih_675","income","l10n_ba.l10n_ba_fbih_chart_template","Dobici od prodaje materijala",,
"676","ba_fbih_676","income","l10n_ba.l10n_ba_fbih_chart_template","Viškovi",,
"677","ba_fbih_677","income","l10n_ba.l10n_ba_fbih_chart_template","Naplaćena otpisana potraživanja",,
"678","ba_fbih_678","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi po osnovu ugovorene zaštite od rizika",,
"679","ba_fbih_679","income","l10n_ba.l10n_ba_fbih_chart_template","Otpis obaveza, ukinuta rezervisanja i ostali prihodi",,
"680","ba_fbih_680","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti nematerijalnih sredstava",,
"681","ba_fbih_681","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti materijalnih stalnih sredstava",,
"682","ba_fbih_682","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti investicijskih nekretnina za koje se obračunava amortizacija",,
"683","ba_fbih_683","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti bioloških sredstava za koja se obračunava amortizacija",,
"684","ba_fbih_684","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti dugoročnih finansijskih plasmana i finansijskih sredstava raspoloživih za prodaju",,
"685","ba_fbih_685","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti zaliha",,
"686","ba_fbih_686","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti kratkoročnih finansijskih plasmana",,
"687","ba_fbih_687","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti kapitala (negativni goodwill)",,
"688","ba_fbih_688","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti sredstava namijenjenih prodaji i obustavljenog poslovanja",,
"689","ba_fbih_689","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi od usklađivanja vrijednosti ostalih sredstava",,
"690","ba_fbih_690","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi iz osnova promjene računovodstvenih politika",,
"691","ba_fbih_691","income","l10n_ba.l10n_ba_fbih_chart_template","Prihodi iz osnova ispravki grešaka iz ranijih godina",,
"699","ba_fbih_699","income","l10n_ba.l10n_ba_fbih_chart_template","Prenos prihoda",,
"700","ba_fbih_700","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Otvaranje glavne knjige finansijskog računovodstva",,
"710","ba_fbih_710","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Ukupni prihodi",,
"711","ba_fbih_711","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Ukupni rashodi",,
"712","ba_fbih_712","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prenos rezultata perioda",,
"720","ba_fbih_720","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Dobit ili gubitak",,
"721","ba_fbih_721","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Porezni rashodi perioda",,
"722","ba_fbih_722","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Odloženi porezni rashodi i prihodi perioda",,
"723","ba_fbih_723","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obračunate međudividende i drugi vidovi raspodjele dobiti u toku perioda",,
"724","ba_fbih_724","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prenos dobiti ili gubitka",,
"730","ba_fbih_730","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Zaključak konta stanja",,
"880","ba_fbih_880","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Tuđa roba",,
"881","ba_fbih_881","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Tuđi materijal",,
"882","ba_fbih_882","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Tuđi poluproizvodi i proizvodi",,
"883","ba_fbih_883","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Tuđa osnovna sredstva",,
"884","ba_fbih_884","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Ostala aktivna konta vanbilansne evidencije",,
"885","ba_fbih_885","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Vrijednosni papiri van prometa",,
"886","ba_fbih_886","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Primljeni avali i garancije",,
"887","ba_fbih_887","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Dati avali, garancije i druga jamstva",,
"888","ba_fbih_888","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Ostala vanbilansna aktiva",,
"890","ba_fbih_890","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za tuđu robu",,
"891","ba_fbih_891","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za tuđi materijal",,
"892","ba_fbih_892","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za tuđe poluproizvode i proizvode",,
"893","ba_fbih_893","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za tuđa osnovna sredstva",,
"894","ba_fbih_894","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za ostala sredstva",,
"895","ba_fbih_895","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za vrijednosne papire van prometa",,
"896","ba_fbih_896","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za primljene avale i garancije",,
"897","ba_fbih_897","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Obaveze za date avale, garancije i druga jamstva",,
"898","ba_fbih_898","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Ostala vanbilansna pasiva",,
"900","ba_fbih_900","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Preuzimanje zaliha",,
"901","ba_fbih_901","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Preuzimanje nabavke materijala i robe",,
"902","ba_fbih_902","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Preuzimanje troškova",,
"903","ba_fbih_903","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Preuzimanje prihoda",,
"910","ba_fbih_910","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Materijal",,
"911","ba_fbih_911","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Roba",,
"912","ba_fbih_912","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Proizvodi i roba u prodavnici proizvođača",,
"920","ba_fbih_920","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi materijala za izradu",,
"921","ba_fbih_921","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalog (režijskog) materijala",,
"922","ba_fbih_922","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi goriva podignutog iz skladišta",,
"923","ba_fbih_923","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalog goriva i energije",,
"924","ba_fbih_924","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi zarada i naknada zarada",,
"925","ba_fbih_925","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi proizvodnih usluga",,
"926","ba_fbih_926","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi amortizacije i rezevisanja",,
"927","ba_fbih_927","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Nematerijalni troškovi",,
"928","ba_fbih_928","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Alocirani troškovi zajedničkih mjesta troškova",,
"929","ba_fbih_929","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prenos troškova","Alternativa: Troškovi obuhvaćeni kontima 924 do 927 mogu se obuhvatiti na jednom kontu Opći troškovi, pa bi u tom slučaju konta grupe 92 bila sljedeća: ",
"930","ba_fbih_930","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi materijala za izradu",,
"931","ba_fbih_931","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalog (režijskog) materijala",,
"932","ba_fbih_932","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi goriva podignutog iz skladišta",,
"933","ba_fbih_933","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalog goriva i energije",,
"934","ba_fbih_934","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi zarada i naknada zarada",,
"935","ba_fbih_935","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi proizvodnih usluga",,
"936","ba_fbih_936","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi amortizacije i rezervisanja",,
"937","ba_fbih_937","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Nematerijalni troškovi",,
"938","ba_fbih_938","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Alocirani troškovi zajedničkih mjesta troškova",,
"939","ba_fbih_939","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prenos troškova","Alternativa: Troškovi obuhvaćeni kontima 934 do 937 mogu se obuhvatiti na jednom kontu Opći troškovi, pa bi u tom slučaju konta grupe 93 bila sljedeća: ",
"940","ba_fbih_940","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi materijala za izradu",,
"941","ba_fbih_941","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalog (režijskog) materijala",,
"942","ba_fbih_942","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi goriva podignutog iz skladišta",,
"943","ba_fbih_943","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi ostalog goriva i energije",,
"944","ba_fbih_944","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi zarada i naknada zarada",,
"945","ba_fbih_945","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi proizvodnih usluga",,
"946","ba_fbih_946","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi amortizacije i rezervisanja",,
"947","ba_fbih_947","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Nematerijalni troškovi",,
"948","ba_fbih_948","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Alocirani troškovi zajedničkih mjesta troškova",,
"949","ba_fbih_949","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prenos troškova","Alternativa: Troškovi obuhvaćeni kontima 944 do 947 mogu se obuhvatiti na jednom kontu Opći troškovi, pa bi u tom slučaju konta grupe 94 bila sljedeća: ",
"950","ba_fbih_950","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Nedovršeni učinci",,
"951","ba_fbih_951","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prenos proizvoda iz proizvodnje u skladište",,
"952","ba_fbih_952","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prenos poluproizvoda iz proizvodnje u skladište",,
"953","ba_fbih_953","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prenos troškova realizovanih usluga",,
"957","ba_fbih_957","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi utrošenih poluproizvoda",,
"958","ba_fbih_958","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Poluproizvodi u skladištu",,
"959","ba_fbih_959","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Odstupanja u troškovima nosilaca troškova",,
"960","ba_fbih_960","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"961","ba_fbih_961","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"962","ba_fbih_962","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"963","ba_fbih_963","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"964","ba_fbih_964","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"965","ba_fbih_965","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"966","ba_fbih_966","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"967","ba_fbih_967","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"968","ba_fbih_968","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Gotovi proizvodi",,
"969","ba_fbih_969","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Odstupanja u troškovima gotovih proizvoda",,
"980","ba_fbih_980","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi prodatih proizvoda i usluga",,
"981","ba_fbih_981","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Nabavna vrijednost prodate robe",,
"982","ba_fbih_982","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Troškovi perioda",,
"983","ba_fbih_983","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Otpis, manjkovi i viškovi zaliha učinaka",,
"985","ba_fbih_985","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Slobodni konto",,
"986","ba_fbih_986","off_balance","l10n_ba.l10n_ba_fbih_chart_template","Prihodi po osnovu prodaje proizvoda i usluga",,
